sim_time, AUV_mk4?world_pose/position/y
52.97, 9.40047
52.971, 9.40057
52.972, 9.40067
52.973, 9.40077
52.974, 9.40087
52.975, 9.40097
52.976, 9.40107
52.977, 9.40116
52.978, 9.40126
52.979, 9.40136
52.98, 9.40146
52.981, 9.40156
52.982, 9.40165
52.983, 9.40175
52.984, 9.40185
52.985, 9.40195
52.986, 9.40204
52.987, 9.40214
52.988, 9.40224
52.989, 9.40234
52.99, 9.40243
52.991, 9.40253
52.992, 9.40263
52.993, 9.40272
52.994, 9.40282
52.995, 9.40292
52.996, 9.40301
52.997, 9.40311
52.998, 9.4032
52.999, 9.4033
53, 9.4034
53.001, 9.40349
53.002, 9.40359
53.003, 9.40368
53.004, 9.40378
53.005, 9.40387
53.006, 9.40397
53.007, 9.40407
53.008, 9.40416
53.009, 9.40426
53.01, 9.40435
53.011, 9.40445
53.012, 9.40454
53.013, 9.40464
53.014, 9.40473
53.015, 9.40483
53.016, 9.40493
53.017, 9.40502
53.018, 9.40512
53.019, 9.40521
53.02, 9.40531
53.021, 9.4054
53.022, 9.4055
53.023, 9.40559
53.024, 9.40569
53.025, 9.40578
53.026, 9.40588
53.027, 9.40597
53.028, 9.40607
53.029, 9.40616
53.03, 9.40626
53.031, 9.40635
53.032, 9.40644
53.033, 9.40654
53.034, 9.40663
53.035, 9.40673
53.036, 9.40682
53.037, 9.40692
53.038, 9.40701
53.039, 9.40711
53.04, 9.4072
53.041, 9.40729
53.042, 9.40739
53.043, 9.40748
53.044, 9.40758
53.045, 9.40767
53.046, 9.40777
53.047, 9.40786
53.048, 9.40795
53.049, 9.40805
53.05, 9.40814
53.051, 9.40823
53.052, 9.40833
53.053, 9.40842
53.054, 9.40852
53.055, 9.40861
53.056, 9.4087
53.057, 9.4088
53.058, 9.40889
53.059, 9.40898
53.06, 9.40908
53.061, 9.40917
53.062, 9.40926
53.063, 9.40936
53.064, 9.40945
53.065, 9.40954
53.066, 9.40964
53.067, 9.40973
53.068, 9.40982
53.069, 9.40992
53.07, 9.41001
53.071, 9.4101
53.072, 9.4102
53.073, 9.41029
53.074, 9.41038
53.075, 9.41047
53.076, 9.41057
53.077, 9.41066
53.078, 9.41075
53.079, 9.41084
53.08, 9.41094
53.081, 9.41103
53.082, 9.41112
53.083, 9.41122
53.084, 9.41131
53.085, 9.4114
53.086, 9.41149
53.087, 9.41158
53.088, 9.41168
53.089, 9.41177
53.09, 9.41186
53.091, 9.41195
53.092, 9.41205
53.093, 9.41214
53.094, 9.41223
53.095, 9.41232
53.096, 9.41241
53.097, 9.41251
53.098, 9.4126
53.099, 9.41269
53.1, 9.41278
53.101, 9.41287
53.102, 9.41296
53.103, 9.41306
53.104, 9.41315
53.105, 9.41324
53.106, 9.41333
53.107, 9.41342
53.108, 9.41351
53.109, 9.4136
53.11, 9.4137
53.111, 9.41379
53.112, 9.41388
53.113, 9.41397
53.114, 9.41406
53.115, 9.41415
53.116, 9.41424
53.117, 9.41433
53.118, 9.41442
53.119, 9.41451
53.12, 9.41461
53.121, 9.4147
53.122, 9.41479
53.123, 9.41488
53.124, 9.41497
53.125, 9.41506
53.126, 9.41515
53.127, 9.41524
53.128, 9.41533
53.129, 9.41542
53.13, 9.41551
53.131, 9.4156
53.132, 9.41569
53.133, 9.41578
53.134, 9.41587
53.135, 9.41596
53.136, 9.41605
53.137, 9.41614
53.138, 9.41623
53.139, 9.41632
53.14, 9.41641
53.141, 9.4165
53.142, 9.41659
53.143, 9.41668
53.144, 9.41677
53.145, 9.41686
53.146, 9.41695
53.147, 9.41704
53.148, 9.41713
53.149, 9.41722
53.15, 9.41731
53.151, 9.4174
53.152, 9.41749
53.153, 9.41757
53.154, 9.41766
53.155, 9.41775
53.156, 9.41784
53.157, 9.41793
53.158, 9.41802
53.159, 9.41811
53.16, 9.4182
53.161, 9.41829
53.162, 9.41838
53.163, 9.41846
53.164, 9.41855
53.165, 9.41864
53.166, 9.41873
53.167, 9.41882
53.168, 9.41891
53.169, 9.419
53.17, 9.41908
53.171, 9.41917
53.172, 9.41926
53.173, 9.41935
53.174, 9.41944
53.175, 9.41953
53.176, 9.41961
53.177, 9.4197
53.178, 9.41979
53.179, 9.41988
53.18, 9.41997
53.181, 9.42005
53.182, 9.42014
53.183, 9.42023
53.184, 9.42032
53.185, 9.4204
53.186, 9.42049
53.187, 9.42058
53.188, 9.42067
53.189, 9.42075
53.19, 9.42084
53.191, 9.42093
53.192, 9.42102
53.193, 9.4211
53.194, 9.42119
53.195, 9.42128
53.196, 9.42137
53.197, 9.42145
53.198, 9.42154
53.199, 9.42163
53.2, 9.42171
53.201, 9.4218
53.202, 9.42188
53.203, 9.42197
53.204, 9.42206
53.205, 9.42214
53.206, 9.42223
53.207, 9.42232
53.208, 9.42241
53.209, 9.42249
53.21, 9.42258
53.211, 9.42267
53.212, 9.42276
53.213, 9.42285
53.214, 9.42293
53.215, 9.42302
53.216, 9.42311
53.217, 9.4232
53.218, 9.42329
53.219, 9.42338
53.22, 9.42347
53.221, 9.42355
53.222, 9.42364
53.223, 9.42373
53.224, 9.42382
53.225, 9.42391
53.226, 9.424
53.227, 9.42409
53.228, 9.42418
53.229, 9.42427
53.23, 9.42436
53.231, 9.42445
53.232, 9.42454
53.233, 9.42463
53.234, 9.42472
53.235, 9.42481
53.236, 9.4249
53.237, 9.42499
53.238, 9.42508
53.239, 9.42517
53.24, 9.42526
53.241, 9.42535
53.242, 9.42544
53.243, 9.42553
53.244, 9.42562
53.245, 9.42571
53.246, 9.4258
53.247, 9.42589
53.248, 9.42599
53.249, 9.42608
53.25, 9.42617
53.251, 9.42626
53.252, 9.42635
53.253, 9.42644
53.254, 9.42653
53.255, 9.42663
53.256, 9.42672
53.257, 9.42681
53.258, 9.4269
53.259, 9.42699
53.26, 9.42708
53.261, 9.42718
53.262, 9.42727
53.263, 9.42736
53.264, 9.42745
53.265, 9.42755
53.266, 9.42764
53.267, 9.42773
53.268, 9.42782
53.269, 9.42792
53.27, 9.42801
53.271, 9.4281
53.272, 9.4282
53.273, 9.42829
53.274, 9.42838
53.275, 9.42847
53.276, 9.42857
53.277, 9.42866
53.278, 9.42875
53.279, 9.42885
53.28, 9.42894
53.281, 9.42904
53.282, 9.42913
53.283, 9.42922
53.284, 9.42932
53.285, 9.42941
53.286, 9.4295
53.287, 9.4296
53.288, 9.42969
53.289, 9.42979
53.29, 9.42988
53.291, 9.42998
53.292, 9.43007
53.293, 9.43017
53.294, 9.43026
53.295, 9.43035
53.296, 9.43045
53.297, 9.43054
53.298, 9.43064
53.299, 9.43074
53.3, 9.43083
53.301, 9.43093
53.302, 9.43103
53.303, 9.43112
53.304, 9.43122
53.305, 9.43132
53.306, 9.43141
53.307, 9.43151
53.308, 9.43161
53.309, 9.4317
53.31, 9.4318
53.311, 9.43189
53.312, 9.43199
53.313, 9.43209
53.314, 9.43218
53.315, 9.43228
53.316, 9.43238
53.317, 9.43248
53.318, 9.43257
53.319, 9.43267
53.32, 9.43277
53.321, 9.43287
53.322, 9.43296
53.323, 9.43306
53.324, 9.43316
53.325, 9.43326
53.326, 9.43335
53.327, 9.43345
53.328, 9.43355
53.329, 9.43365
53.33, 9.43375
53.331, 9.43385
53.332, 9.43395
53.333, 9.43405
53.334, 9.43414
53.335, 9.43424
53.336, 9.43434
53.337, 9.43444
53.338, 9.43454
53.339, 9.43464
53.34, 9.43474
53.341, 9.43484
53.342, 9.43494
53.343, 9.43504
53.344, 9.43514
53.345, 9.43524
53.346, 9.43534
53.347, 9.43544
53.348, 9.43554
53.349, 9.43564
53.35, 9.43574
53.351, 9.43585
53.352, 9.43595
53.353, 9.43605
53.354, 9.43615
53.355, 9.43625
53.356, 9.43635
53.357, 9.43645
53.358, 9.43656
53.359, 9.43666
53.36, 9.43676
53.361, 9.43686
53.362, 9.43696
53.363, 9.43707
53.364, 9.43717
53.365, 9.43727
53.366, 9.43737
53.367, 9.43748
53.368, 9.43758
53.369, 9.43768
53.37, 9.43779
53.371, 9.43789
53.372, 9.43799
53.373, 9.4381
53.374, 9.4382
53.375, 9.4383
53.376, 9.43841
53.377, 9.43851
53.378, 9.43861
53.379, 9.43872
53.38, 9.43882
53.381, 9.43893
53.382, 9.43903
53.383, 9.43914
53.384, 9.43924
53.385, 9.43935
53.386, 9.43945
53.387, 9.43956
53.388, 9.43966
53.389, 9.43977
53.39, 9.43987
53.391, 9.43998
53.392, 9.44008
53.393, 9.44019
53.394, 9.44029
53.395, 9.4404
53.396, 9.44051
53.397, 9.44061
53.398, 9.44072
53.399, 9.44082
53.4, 9.44093
53.401, 9.44104
53.402, 9.44114
53.403, 9.44125
53.404, 9.44135
53.405, 9.44146
53.406, 9.44156
53.407, 9.44167
53.408, 9.44177
53.409, 9.44188
53.41, 9.44198
53.411, 9.44209
53.412, 9.44219
53.413, 9.4423
53.414, 9.4424
53.415, 9.44251
53.416, 9.44261
53.417, 9.44271
53.418, 9.44282
53.419, 9.44292
53.42, 9.44302
53.421, 9.44313
53.422, 9.44323
53.423, 9.44333
53.424, 9.44344
53.425, 9.44354
53.426, 9.44364
53.427, 9.44374
53.428, 9.44385
53.429, 9.44395
53.43, 9.44405
53.431, 9.44415
53.432, 9.44426
53.433, 9.44436
53.434, 9.44446
53.435, 9.44456
53.436, 9.44466
53.437, 9.44477
53.438, 9.44487
53.439, 9.44497
53.44, 9.44507
53.441, 9.44517
53.442, 9.44527
53.443, 9.44537
53.444, 9.44547
53.445, 9.44557
53.446, 9.44567
53.447, 9.44577
53.448, 9.44587
53.449, 9.44597
53.45, 9.44607
53.451, 9.44617
53.452, 9.44627
53.453, 9.44637
53.454, 9.44647
53.455, 9.44657
53.456, 9.44667
53.457, 9.44677
53.458, 9.44687
53.459, 9.44697
53.46, 9.44707
53.461, 9.44717
53.462, 9.44727
53.463, 9.44736
53.464, 9.44746
53.465, 9.44756
53.466, 9.44766
53.467, 9.44776
53.468, 9.44785
53.469, 9.44795
53.47, 9.44805
53.471, 9.44815
53.472, 9.44825
53.473, 9.44834
53.474, 9.44844
53.475, 9.44854
53.476, 9.44863
53.477, 9.44873
53.478, 9.44883
53.479, 9.44892
53.48, 9.44902
53.481, 9.44912
53.482, 9.44921
53.483, 9.44931
53.484, 9.44941
53.485, 9.4495
53.486, 9.4496
53.487, 9.44969
53.488, 9.44979
53.489, 9.44988
53.49, 9.44998
53.491, 9.45008
53.492, 9.45017
53.493, 9.45027
53.494, 9.45036
53.495, 9.45046
53.496, 9.45055
53.497, 9.45064
53.498, 9.45074
53.499, 9.45083
53.5, 9.45093
53.501, 9.45102
53.502, 9.45112
53.503, 9.45121
53.504, 9.45131
53.505, 9.4514
53.506, 9.45149
53.507, 9.45159
53.508, 9.45168
53.509, 9.45178
53.51, 9.45187
53.511, 9.45197
53.512, 9.45206
53.513, 9.45215
53.514, 9.45225
53.515, 9.45234
53.516, 9.45244
53.517, 9.45253
53.518, 9.45262
53.519, 9.45272
53.52, 9.45281
53.521, 9.4529
53.522, 9.453
53.523, 9.45309
53.524, 9.45318
53.525, 9.45328
53.526, 9.45337
53.527, 9.45346
53.528, 9.45356
53.529, 9.45365
53.53, 9.45374
53.531, 9.45384
53.532, 9.45393
53.533, 9.45402
53.534, 9.45412
53.535, 9.45421
53.536, 9.4543
53.537, 9.45439
53.538, 9.45449
53.539, 9.45458
53.54, 9.45467
53.541, 9.45476
53.542, 9.45486
53.543, 9.45495
53.544, 9.45504
53.545, 9.45513
53.546, 9.45523
53.547, 9.45532
53.548, 9.45541
53.549, 9.4555
53.55, 9.4556
53.551, 9.45569
53.552, 9.45578
53.553, 9.45587
53.554, 9.45596
53.555, 9.45606
53.556, 9.45615
53.557, 9.45624
53.558, 9.45633
53.559, 9.45642
53.56, 9.45652
53.561, 9.45661
53.562, 9.4567
53.563, 9.45679
53.564, 9.45688
53.565, 9.45697
53.566, 9.45706
53.567, 9.45716
53.568, 9.45725
53.569, 9.45734
53.57, 9.45743
53.571, 9.45752
53.572, 9.45761
53.573, 9.4577
53.574, 9.45779
53.575, 9.45788
53.576, 9.45798
53.577, 9.45807
53.578, 9.45816
53.579, 9.45825
53.58, 9.45834
53.581, 9.45843
53.582, 9.45852
53.583, 9.45861
53.584, 9.4587
53.585, 9.45879
53.586, 9.45888
53.587, 9.45897
53.588, 9.45906
53.589, 9.45915
53.59, 9.45924
53.591, 9.45933
53.592, 9.45942
53.593, 9.45951
53.594, 9.4596
53.595, 9.45969
53.596, 9.45978
53.597, 9.45987
53.598, 9.45996
53.599, 9.46005
53.6, 9.46014
53.601, 9.46023
53.602, 9.46032
53.603, 9.46041
53.604, 9.4605
53.605, 9.46059
53.606, 9.46068
53.607, 9.46077
53.608, 9.46086
53.609, 9.46095
53.61, 9.46104
53.611, 9.46113
53.612, 9.46122
53.613, 9.46131
53.614, 9.46139
53.615, 9.46148
53.616, 9.46157
53.617, 9.46166
53.618, 9.46175
53.619, 9.46184
53.62, 9.46193
53.621, 9.46202
53.622, 9.46211
53.623, 9.46219
53.624, 9.46228
53.625, 9.46237
53.626, 9.46246
53.627, 9.46255
53.628, 9.46264
53.629, 9.46272
53.63, 9.46281
53.631, 9.4629
53.632, 9.46299
53.633, 9.46308
53.634, 9.46317
53.635, 9.46325
53.636, 9.46334
53.637, 9.46343
53.638, 9.46352
53.639, 9.46361
53.64, 9.46369
53.641, 9.46378
53.642, 9.46387
53.643, 9.46396
53.644, 9.46404
53.645, 9.46413
53.646, 9.46422
53.647, 9.46431
53.648, 9.46439
53.649, 9.46448
53.65, 9.46457
53.651, 9.46466
53.652, 9.46474
53.653, 9.46483
53.654, 9.46492
53.655, 9.465
53.656, 9.46509
53.657, 9.46518
53.658, 9.46527
53.659, 9.46535
53.66, 9.46544
53.661, 9.46553
53.662, 9.46561
53.663, 9.4657
53.664, 9.46579
53.665, 9.46587
53.666, 9.46596
53.667, 9.46605
53.668, 9.46613
53.669, 9.46622
53.67, 9.46631
53.671, 9.46639
53.672, 9.46648
53.673, 9.46656
53.674, 9.46665
53.675, 9.46674
53.676, 9.46682
53.677, 9.46691
53.678, 9.46699
53.679, 9.46708
53.68, 9.46717
53.681, 9.46725
53.682, 9.46734
53.683, 9.46742
53.684, 9.46751
53.685, 9.4676
53.686, 9.46768
53.687, 9.46777
53.688, 9.46785
53.689, 9.46794
53.69, 9.46802
53.691, 9.46811
53.692, 9.46819
53.693, 9.46828
53.694, 9.46836
53.695, 9.46845
53.696, 9.46853
53.697, 9.46862
53.698, 9.4687
53.699, 9.46879
53.7, 9.46887
53.701, 9.46895
53.702, 9.46904
53.703, 9.46912
53.704, 9.46921
53.705, 9.46929
53.706, 9.46938
53.707, 9.46947
53.708, 9.46955
53.709, 9.46964
53.71, 9.46973
53.711, 9.46981
53.712, 9.4699
53.713, 9.46999
53.714, 9.47007
53.715, 9.47016
53.716, 9.47025
53.717, 9.47033
53.718, 9.47042
53.719, 9.47051
53.72, 9.47059
53.721, 9.47068
53.722, 9.47077
53.723, 9.47086
53.724, 9.47094
53.725, 9.47103
53.726, 9.47112
53.727, 9.47121
53.728, 9.4713
53.729, 9.47138
53.73, 9.47147
53.731, 9.47156
53.732, 9.47165
53.733, 9.47174
53.734, 9.47183
53.735, 9.47191
53.736, 9.472
53.737, 9.47209
53.738, 9.47218
53.739, 9.47227
53.74, 9.47236
53.741, 9.47245
53.742, 9.47254
53.743, 9.47263
53.744, 9.47271
53.745, 9.4728
53.746, 9.47289
53.747, 9.47298
53.748, 9.47307
53.749, 9.47316
53.75, 9.47325
53.751, 9.47334
53.752, 9.47343
53.753, 9.47352
53.754, 9.47361
53.755, 9.4737
53.756, 9.47379
53.757, 9.47388
53.758, 9.47398
53.759, 9.47407
53.76, 9.47416
53.761, 9.47425
53.762, 9.47434
53.763, 9.47443
53.764, 9.47452
53.765, 9.47461
53.766, 9.4747
53.767, 9.47479
53.768, 9.47489
53.769, 9.47498
53.77, 9.47507
53.771, 9.47516
53.772, 9.47525
53.773, 9.47534
53.774, 9.47544
53.775, 9.47553
53.776, 9.47562
53.777, 9.47571
53.778, 9.47581
53.779, 9.4759
53.78, 9.47599
53.781, 9.47608
53.782, 9.47618
53.783, 9.47627
53.784, 9.47636
53.785, 9.47645
53.786, 9.47655
53.787, 9.47664
53.788, 9.47673
53.789, 9.47683
53.79, 9.47692
53.791, 9.47701
53.792, 9.47711
53.793, 9.4772
53.794, 9.47729
53.795, 9.47739
53.796, 9.47748
53.797, 9.47758
53.798, 9.47767
53.799, 9.47777
53.8, 9.47786
53.801, 9.47796
53.802, 9.47805
53.803, 9.47815
53.804, 9.47825
53.805, 9.47834
53.806, 9.47844
53.807, 9.47853
53.808, 9.47863
53.809, 9.47872
53.81, 9.47882
53.811, 9.47891
53.812, 9.47901
53.813, 9.4791
53.814, 9.4792
53.815, 9.4793
53.816, 9.47939
53.817, 9.47949
53.818, 9.47958
53.819, 9.47968
53.82, 9.47978
53.821, 9.47987
53.822, 9.47997
53.823, 9.48007
53.824, 9.48017
53.825, 9.48026
53.826, 9.48036
53.827, 9.48046
53.828, 9.48055
53.829, 9.48065
53.83, 9.48075
53.831, 9.48085
53.832, 9.48095
53.833, 9.48104
53.834, 9.48114
53.835, 9.48124
53.836, 9.48134
53.837, 9.48144
53.838, 9.48154
53.839, 9.48163
53.84, 9.48173
53.841, 9.48183
53.842, 9.48193
53.843, 9.48203
53.844, 9.48213
53.845, 9.48223
53.846, 9.48233
53.847, 9.48243
53.848, 9.48253
53.849, 9.48263
53.85, 9.48273
53.851, 9.48283
53.852, 9.48293
53.853, 9.48303
53.854, 9.48313
53.855, 9.48323
53.856, 9.48333
53.857, 9.48343
53.858, 9.48353
53.859, 9.48364
53.86, 9.48374
53.861, 9.48384
53.862, 9.48394
53.863, 9.48404
53.864, 9.48414
53.865, 9.48424
53.866, 9.48435
53.867, 9.48445
53.868, 9.48455
53.869, 9.48465
53.87, 9.48476
53.871, 9.48486
53.872, 9.48496
53.873, 9.48506
53.874, 9.48517
53.875, 9.48527
53.876, 9.48537
53.877, 9.48548
53.878, 9.48558
53.879, 9.48568
53.88, 9.48579
53.881, 9.48589
53.882, 9.48599
53.883, 9.4861
53.884, 9.4862
53.885, 9.4863
53.886, 9.48641
53.887, 9.48651
53.888, 9.48662
53.889, 9.48672
53.89, 9.48683
53.891, 9.48693
53.892, 9.48704
53.893, 9.48714
53.894, 9.48725
53.895, 9.48735
53.896, 9.48746
53.897, 9.48756
53.898, 9.48767
53.899, 9.48777
53.9, 9.48788
53.901, 9.48799
53.902, 9.48809
53.903, 9.4882
53.904, 9.4883
53.905, 9.4884
53.906, 9.48851
53.907, 9.48861
53.908, 9.48872
53.909, 9.48882
53.91, 9.48893
53.911, 9.48903
53.912, 9.48913
53.913, 9.48924
53.914, 9.48934
53.915, 9.48944
53.916, 9.48955
53.917, 9.48965
53.918, 9.48975
53.919, 9.48986
53.92, 9.48996
53.921, 9.49006
53.922, 9.49016
53.923, 9.49027
53.924, 9.49037
53.925, 9.49047
53.926, 9.49057
53.927, 9.49067
53.928, 9.49078
53.929, 9.49088
53.93, 9.49098
53.931, 9.49108
53.932, 9.49118
53.933, 9.49128
53.934, 9.49138
53.935, 9.49148
53.936, 9.49159
53.937, 9.49169
53.938, 9.49179
53.939, 9.49189
53.94, 9.49199
53.941, 9.49209
53.942, 9.49219
53.943, 9.49229
53.944, 9.49239
53.945, 9.49249
53.946, 9.49259
53.947, 9.49269
53.948, 9.49279
53.949, 9.49288
53.95, 9.49298
53.951, 9.49308
53.952, 9.49318
53.953, 9.49328
53.954, 9.49338
53.955, 9.49348
53.956, 9.49358
53.957, 9.49367
53.958, 9.49377
53.959, 9.49387
53.96, 9.49397
53.961, 9.49407
53.962, 9.49416
53.963, 9.49426
53.964, 9.49436
53.965, 9.49445
53.966, 9.49455
53.967, 9.49465
53.968, 9.49475
53.969, 9.49484
53.97, 9.49494
53.971, 9.49504
53.972, 9.49513
53.973, 9.49523
53.974, 9.49532
53.975, 9.49542
53.976, 9.49552
53.977, 9.49561
53.978, 9.49571
53.979, 9.4958
53.98, 9.4959
53.981, 9.49599
53.982, 9.49609
53.983, 9.49618
53.984, 9.49628
53.985, 9.49637
53.986, 9.49647
53.987, 9.49656
53.988, 9.49666
53.989, 9.49675
53.99, 9.49685
53.991, 9.49694
53.992, 9.49704
53.993, 9.49713
53.994, 9.49722
53.995, 9.49732
53.996, 9.49741
53.997, 9.4975
53.998, 9.4976
53.999, 9.49769
54, 9.49778
54.001, 9.49788
54.002, 9.49797
54.003, 9.49806
54.004, 9.49816
54.005, 9.49825
54.006, 9.49834
54.007, 9.49844
54.008, 9.49853
54.009, 9.49862
54.01, 9.49871
54.011, 9.49881
54.012, 9.4989
54.013, 9.49899
54.014, 9.49908
54.015, 9.49918
54.016, 9.49927
54.017, 9.49936
54.018, 9.49945
54.019, 9.49955
54.02, 9.49964
54.021, 9.49973
54.022, 9.49982
54.023, 9.49992
54.024, 9.50001
54.025, 9.5001
54.026, 9.50019
54.027, 9.50028
54.028, 9.50037
54.029, 9.50047
54.03, 9.50056
54.031, 9.50065
54.032, 9.50074
54.033, 9.50083
54.034, 9.50092
54.035, 9.50102
54.036, 9.50111
54.037, 9.5012
54.038, 9.50129
54.039, 9.50138
54.04, 9.50147
54.041, 9.50156
54.042, 9.50165
54.043, 9.50175
54.044, 9.50184
54.045, 9.50193
54.046, 9.50202
54.047, 9.50211
54.048, 9.5022
54.049, 9.50229
54.05, 9.50238
54.051, 9.50247
54.052, 9.50256
54.053, 9.50265
54.054, 9.50274
54.055, 9.50283
54.056, 9.50292
54.057, 9.50301
54.058, 9.50311
54.059, 9.5032
54.06, 9.50329
54.061, 9.50338
54.062, 9.50347
54.063, 9.50356
54.064, 9.50365
54.065, 9.50374
54.066, 9.50383
54.067, 9.50391
54.068, 9.504
54.069, 9.50409
54.07, 9.50418
54.071, 9.50427
54.072, 9.50436
54.073, 9.50445
54.074, 9.50454
54.075, 9.50463
54.076, 9.50472
54.077, 9.50481
54.078, 9.5049
54.079, 9.50499
54.08, 9.50508
54.081, 9.50517
54.082, 9.50526
54.083, 9.50534
54.084, 9.50543
54.085, 9.50552
54.086, 9.50561
54.087, 9.5057
54.088, 9.50579
54.089, 9.50588
54.09, 9.50596
54.091, 9.50605
54.092, 9.50614
54.093, 9.50623
54.094, 9.50632
54.095, 9.50641
54.096, 9.5065
54.097, 9.50658
54.098, 9.50667
54.099, 9.50676
54.1, 9.50685
54.101, 9.50693
54.102, 9.50702
54.103, 9.50711
54.104, 9.5072
54.105, 9.50729
54.106, 9.50737
54.107, 9.50746
54.108, 9.50755
54.109, 9.50764
54.11, 9.50772
54.111, 9.50781
54.112, 9.5079
54.113, 9.50799
54.114, 9.50807
54.115, 9.50816
54.116, 9.50825
54.117, 9.50834
54.118, 9.50842
54.119, 9.50851
54.12, 9.5086
54.121, 9.50868
54.122, 9.50877
54.123, 9.50886
54.124, 9.50894
54.125, 9.50903
54.126, 9.50912
54.127, 9.5092
54.128, 9.50929
54.129, 9.50938
54.13, 9.50946
54.131, 9.50955
54.132, 9.50964
54.133, 9.50972
54.134, 9.50981
54.135, 9.5099
54.136, 9.50998
54.137, 9.51007
54.138, 9.51015
54.139, 9.51024
54.14, 9.51033
54.141, 9.51041
54.142, 9.5105
54.143, 9.51058
54.144, 9.51067
54.145, 9.51076
54.146, 9.51084
54.147, 9.51093
54.148, 9.51101
54.149, 9.5111
54.15, 9.51118
54.151, 9.51127
54.152, 9.51135
54.153, 9.51144
54.154, 9.51152
54.155, 9.51161
54.156, 9.5117
54.157, 9.51178
54.158, 9.51187
54.159, 9.51195
54.16, 9.51204
54.161, 9.51212
54.162, 9.51221
54.163, 9.51229
54.164, 9.51237
54.165, 9.51246
54.166, 9.51254
54.167, 9.51263
54.168, 9.51271
54.169, 9.5128
54.17, 9.51288
54.171, 9.51297
54.172, 9.51305
54.173, 9.51314
54.174, 9.51322
54.175, 9.5133
54.176, 9.51339
54.177, 9.51347
54.178, 9.51356
54.179, 9.51364
54.18, 9.51372
54.181, 9.51381
54.182, 9.51389
54.183, 9.51398
54.184, 9.51406
54.185, 9.51414
54.186, 9.51423
54.187, 9.51431
54.188, 9.51439
54.189, 9.51448
54.19, 9.51456
54.191, 9.51464
54.192, 9.51473
54.193, 9.51481
54.194, 9.51489
54.195, 9.51498
54.196, 9.51506
54.197, 9.51514
54.198, 9.51523
54.199, 9.51531
54.2, 9.51539
54.201, 9.51547
54.202, 9.51555
54.203, 9.51564
54.204, 9.51572
54.205, 9.5158
54.206, 9.51589
54.207, 9.51597
54.208, 9.51605
54.209, 9.51614
54.21, 9.51622
54.211, 9.51631
54.212, 9.51639
54.213, 9.51648
54.214, 9.51656
54.215, 9.51665
54.216, 9.51673
54.217, 9.51682
54.218, 9.5169
54.219, 9.51699
54.22, 9.51707
54.221, 9.51716
54.222, 9.51724
54.223, 9.51733
54.224, 9.51741
54.225, 9.5175
54.226, 9.51759
54.227, 9.51767
54.228, 9.51776
54.229, 9.51784
54.23, 9.51793
54.231, 9.51802
54.232, 9.5181
54.233, 9.51819
54.234, 9.51828
54.235, 9.51836
54.236, 9.51845
54.237, 9.51854
54.238, 9.51862
54.239, 9.51871
54.24, 9.5188
54.241, 9.51889
54.242, 9.51897
54.243, 9.51906
54.244, 9.51915
54.245, 9.51924
54.246, 9.51932
54.247, 9.51941
54.248, 9.5195
54.249, 9.51959
54.25, 9.51968
54.251, 9.51977
54.252, 9.51985
54.253, 9.51994
54.254, 9.52003
54.255, 9.52012
54.256, 9.52021
54.257, 9.5203
54.258, 9.52039
54.259, 9.52048
54.26, 9.52057
54.261, 9.52065
54.262, 9.52074
54.263, 9.52083
54.264, 9.52092
54.265, 9.52101
54.266, 9.5211
54.267, 9.52119
54.268, 9.52128
54.269, 9.52137
54.27, 9.52146
54.271, 9.52155
54.272, 9.52164
54.273, 9.52173
54.274, 9.52182
54.275, 9.52191
54.276, 9.52201
54.277, 9.5221
54.278, 9.52219
54.279, 9.52228
54.28, 9.52237
54.281, 9.52246
54.282, 9.52255
54.283, 9.52264
54.284, 9.52273
54.285, 9.52283
54.286, 9.52292
54.287, 9.52301
54.288, 9.5231
54.289, 9.52319
54.29, 9.52329
54.291, 9.52338
54.292, 9.52347
54.293, 9.52356
54.294, 9.52365
54.295, 9.52375
54.296, 9.52384
54.297, 9.52394
54.298, 9.52403
54.299, 9.52413
54.3, 9.52422
54.301, 9.52431
54.302, 9.52441
54.303, 9.5245
54.304, 9.5246
54.305, 9.52469
54.306, 9.52478
54.307, 9.52488
54.308, 9.52497
54.309, 9.52506
54.31, 9.52516
54.311, 9.52525
54.312, 9.52535
54.313, 9.52544
54.314, 9.52554
54.315, 9.52563
54.316, 9.52573
54.317, 9.52582
54.318, 9.52592
54.319, 9.52601
54.32, 9.52611
54.321, 9.5262
54.322, 9.5263
54.323, 9.52639
54.324, 9.52649
54.325, 9.52659
54.326, 9.52668
54.327, 9.52678
54.328, 9.52687
54.329, 9.52697
54.33, 9.52707
54.331, 9.52716
54.332, 9.52726
54.333, 9.52736
54.334, 9.52745
54.335, 9.52755
54.336, 9.52765
54.337, 9.52775
54.338, 9.52784
54.339, 9.52794
54.34, 9.52804
54.341, 9.52814
54.342, 9.52823
54.343, 9.52833
54.344, 9.52843
54.345, 9.52853
54.346, 9.52863
54.347, 9.52873
54.348, 9.52882
54.349, 9.52892
54.35, 9.52902
54.351, 9.52912
54.352, 9.52922
54.353, 9.52932
54.354, 9.52942
54.355, 9.52952
54.356, 9.52962
54.357, 9.52972
54.358, 9.52982
54.359, 9.52992
54.36, 9.53002
54.361, 9.53012
54.362, 9.53022
54.363, 9.53032
54.364, 9.53042
54.365, 9.53052
54.366, 9.53062
54.367, 9.53072
