sim_time, AUV_mk4?world_pose/position/z
52.715, -0.00222077
52.716, -0.00222089
52.717, -0.00222101
52.718, -0.00222113
52.719, -0.00222125
52.72, -0.00222137
52.721, -0.00222149
52.722, -0.00222161
52.723, -0.00222173
52.724, -0.00222185
52.725, -0.00222197
52.726, -0.00222209
52.727, -0.00222222
52.728, -0.00222234
52.729, -0.00222247
52.73, -0.00222259
52.731, -0.00222272
52.732, -0.00222284
52.733, -0.00222297
52.734, -0.0022231
52.735, -0.00222323
52.736, -0.00222335
52.737, -0.00222348
52.738, -0.00222361
52.739, -0.00222374
52.74, -0.00222387
52.741, -0.002224
52.742, -0.00222413
52.743, -0.00222426
52.744, -0.0022244
52.745, -0.00222453
52.746, -0.00222466
52.747, -0.00222479
52.748, -0.00222493
52.749, -0.00222506
52.75, -0.0022252
52.751, -0.00222533
52.752, -0.00222547
52.753, -0.0022256
52.754, -0.00222574
52.755, -0.00222588
52.756, -0.00222602
52.757, -0.00222615
52.758, -0.00222629
52.759, -0.00222643
52.76, -0.00222657
52.761, -0.00222671
52.762, -0.00222685
52.763, -0.00222699
52.764, -0.00222713
52.765, -0.00222727
52.766, -0.00222742
52.767, -0.00222756
52.768, -0.0022277
52.769, -0.00222785
52.77, -0.00222799
52.771, -0.00222814
52.772, -0.00222828
52.773, -0.00222843
52.774, -0.00222857
52.775, -0.00222872
52.776, -0.00222887
52.777, -0.00222901
52.778, -0.00222916
52.779, -0.00222931
52.78, -0.00222946
52.781, -0.00222961
52.782, -0.00222976
52.783, -0.00222991
52.784, -0.00223006
52.785, -0.00223021
52.786, -0.00223036
52.787, -0.00223052
52.788, -0.00223067
52.789, -0.00223082
52.79, -0.00223098
52.791, -0.00223113
52.792, -0.00223128
52.793, -0.00223144
52.794, -0.00223159
52.795, -0.00223175
52.796, -0.00223191
52.797, -0.00223206
52.798, -0.00223222
52.799, -0.00223238
52.8, -0.00223253
52.801, -0.00223268
52.802, -0.00223284
52.803, -0.00223299
52.804, -0.00223314
52.805, -0.0022333
52.806, -0.00223345
52.807, -0.0022336
52.808, -0.00223375
52.809, -0.0022339
52.81, -0.00223405
52.811, -0.0022342
52.812, -0.00223435
52.813, -0.00223451
52.814, -0.00223466
52.815, -0.00223481
52.816, -0.00223496
52.817, -0.00223511
52.818, -0.00223526
52.819, -0.00223541
52.82, -0.00223556
52.821, -0.00223571
52.822, -0.00223586
52.823, -0.00223601
52.824, -0.00223616
52.825, -0.0022363
52.826, -0.00223645
52.827, -0.0022366
52.828, -0.00223674
52.829, -0.00223689
52.83, -0.00223703
52.831, -0.00223718
52.832, -0.00223732
52.833, -0.00223746
52.834, -0.00223761
52.835, -0.00223775
52.836, -0.00223789
52.837, -0.00223803
52.838, -0.00223817
52.839, -0.00223831
52.84, -0.00223846
52.841, -0.0022386
52.842, -0.00223874
52.843, -0.00223887
52.844, -0.00223901
52.845, -0.00223915
52.846, -0.00223929
52.847, -0.00223943
52.848, -0.00223956
52.849, -0.0022397
52.85, -0.00223984
52.851, -0.00223997
52.852, -0.00224011
52.853, -0.00224024
52.854, -0.00224038
52.855, -0.00224051
52.856, -0.00224065
52.857, -0.00224078
52.858, -0.00224091
52.859, -0.00224104
52.86, -0.00224118
52.861, -0.00224131
52.862, -0.00224144
52.863, -0.00224157
52.864, -0.0022417
52.865, -0.00224183
52.866, -0.00224196
52.867, -0.00224209
52.868, -0.00224222
52.869, -0.00224235
52.87, -0.00224247
52.871, -0.0022426
52.872, -0.00224273
52.873, -0.00224285
52.874, -0.00224298
52.875, -0.00224311
52.876, -0.00224323
52.877, -0.00224336
52.878, -0.00224348
52.879, -0.0022436
52.88, -0.00224373
52.881, -0.00224385
52.882, -0.00224397
52.883, -0.0022441
52.884, -0.00224422
52.885, -0.00224434
52.886, -0.00224446
52.887, -0.00224458
52.888, -0.0022447
52.889, -0.00224482
52.89, -0.00224494
52.891, -0.00224506
52.892, -0.00224518
52.893, -0.00224529
52.894, -0.00224541
52.895, -0.00224553
52.896, -0.00224565
52.897, -0.00224576
52.898, -0.00224588
52.899, -0.00224599
52.9, -0.00224611
52.901, -0.00224622
52.902, -0.00224634
52.903, -0.00224645
52.904, -0.00224657
52.905, -0.00224668
52.906, -0.0022468
52.907, -0.00224692
52.908, -0.00224703
52.909, -0.00224715
52.91, -0.00224726
52.911, -0.00224738
52.912, -0.00224749
52.913, -0.00224761
52.914, -0.00224773
52.915, -0.00224784
52.916, -0.00224796
52.917, -0.00224808
52.918, -0.00224819
52.919, -0.00224831
52.92, -0.00224843
52.921, -0.00224854
52.922, -0.00224866
52.923, -0.00224878
52.924, -0.00224889
52.925, -0.00224901
52.926, -0.00224913
52.927, -0.00224924
52.928, -0.00224936
52.929, -0.00224948
52.93, -0.0022496
52.931, -0.00224971
52.932, -0.00224983
52.933, -0.00224995
52.934, -0.00225007
52.935, -0.00225018
52.936, -0.0022503
52.937, -0.00225042
52.938, -0.00225054
52.939, -0.00225065
52.94, -0.00225077
52.941, -0.00225089
52.942, -0.00225101
52.943, -0.00225113
52.944, -0.00225124
52.945, -0.00225136
52.946, -0.00225148
52.947, -0.0022516
52.948, -0.00225172
52.949, -0.00225184
52.95, -0.00225195
52.951, -0.00225207
52.952, -0.00225219
52.953, -0.00225231
52.954, -0.00225243
52.955, -0.00225255
52.956, -0.00225267
52.957, -0.00225279
52.958, -0.00225291
52.959, -0.00225302
52.96, -0.00225314
52.961, -0.00225326
52.962, -0.00225338
52.963, -0.0022535
52.964, -0.00225362
52.965, -0.00225374
52.966, -0.00225386
52.967, -0.00225398
52.968, -0.0022541
52.969, -0.00225422
52.97, -0.00225434
52.971, -0.00225446
52.972, -0.00225458
52.973, -0.0022547
52.974, -0.00225482
52.975, -0.00225494
52.976, -0.00225506
52.977, -0.00225518
52.978, -0.0022553
52.979, -0.00225542
52.98, -0.00225554
52.981, -0.00225566
52.982, -0.00225578
52.983, -0.0022559
52.984, -0.00225602
52.985, -0.00225615
52.986, -0.00225627
52.987, -0.00225639
52.988, -0.00225651
52.989, -0.00225663
52.99, -0.00225675
52.991, -0.00225687
52.992, -0.00225699
52.993, -0.00225711
52.994, -0.00225724
52.995, -0.00225736
52.996, -0.00225748
52.997, -0.0022576
52.998, -0.00225772
52.999, -0.00225784
53, -0.00225797
53.001, -0.00225809
53.002, -0.00225821
53.003, -0.00225833
53.004, -0.00225845
53.005, -0.00225857
53.006, -0.00225869
53.007, -0.00225881
53.008, -0.00225894
53.009, -0.00225906
53.01, -0.00225918
53.011, -0.0022593
53.012, -0.00225942
53.013, -0.00225954
53.014, -0.00225966
53.015, -0.00225978
53.016, -0.0022599
53.017, -0.00226002
53.018, -0.00226014
53.019, -0.00226026
53.02, -0.00226038
53.021, -0.0022605
53.022, -0.00226062
53.023, -0.00226074
53.024, -0.00226086
53.025, -0.00226098
53.026, -0.0022611
53.027, -0.00226121
53.028, -0.00226133
53.029, -0.00226145
53.03, -0.00226157
53.031, -0.00226169
53.032, -0.00226181
53.033, -0.00226193
53.034, -0.00226205
53.035, -0.00226216
53.036, -0.00226228
53.037, -0.0022624
53.038, -0.00226252
53.039, -0.00226264
53.04, -0.00226276
53.041, -0.00226287
53.042, -0.00226299
53.043, -0.00226311
53.044, -0.00226323
53.045, -0.00226335
53.046, -0.00226346
53.047, -0.00226358
53.048, -0.0022637
53.049, -0.00226382
53.05, -0.00226393
53.051, -0.00226405
53.052, -0.00226417
53.053, -0.00226428
53.054, -0.0022644
53.055, -0.00226452
53.056, -0.00226464
53.057, -0.00226475
53.058, -0.00226487
53.059, -0.00226498
53.06, -0.0022651
53.061, -0.00226522
53.062, -0.00226533
53.063, -0.00226545
53.064, -0.00226557
53.065, -0.00226568
53.066, -0.0022658
53.067, -0.00226591
53.068, -0.00226603
53.069, -0.00226615
53.07, -0.00226626
53.071, -0.00226638
53.072, -0.00226649
53.073, -0.00226661
53.074, -0.00226672
53.075, -0.00226684
53.076, -0.00226695
53.077, -0.00226707
53.078, -0.00226718
53.079, -0.0022673
53.08, -0.00226741
53.081, -0.00226753
53.082, -0.00226764
53.083, -0.00226776
53.084, -0.00226787
53.085, -0.00226799
53.086, -0.0022681
53.087, -0.00226822
53.088, -0.00226833
53.089, -0.00226844
53.09, -0.00226856
53.091, -0.00226867
53.092, -0.00226879
53.093, -0.0022689
53.094, -0.00226901
53.095, -0.00226913
53.096, -0.00226924
53.097, -0.00226935
53.098, -0.00226947
53.099, -0.00226958
53.1, -0.00226969
53.101, -0.00226981
53.102, -0.00226992
53.103, -0.00227004
53.104, -0.00227015
53.105, -0.00227026
53.106, -0.00227038
53.107, -0.00227049
53.108, -0.0022706
53.109, -0.00227072
53.11, -0.00227083
53.111, -0.00227094
53.112, -0.00227106
53.113, -0.00227117
53.114, -0.00227128
53.115, -0.0022714
53.116, -0.00227151
53.117, -0.00227162
53.118, -0.00227174
53.119, -0.00227185
53.12, -0.00227196
53.121, -0.00227208
53.122, -0.00227219
53.123, -0.0022723
53.124, -0.00227242
53.125, -0.00227253
53.126, -0.00227264
53.127, -0.00227276
53.128, -0.00227287
53.129, -0.00227298
53.13, -0.0022731
53.131, -0.00227321
53.132, -0.00227332
53.133, -0.00227344
53.134, -0.00227355
53.135, -0.00227366
53.136, -0.00227378
53.137, -0.00227389
53.138, -0.002274
53.139, -0.00227412
53.14, -0.00227423
53.141, -0.00227434
53.142, -0.00227446
53.143, -0.00227457
53.144, -0.00227468
53.145, -0.0022748
53.146, -0.00227491
53.147, -0.00227502
53.148, -0.00227514
53.149, -0.00227525
53.15, -0.00227536
53.151, -0.00227548
53.152, -0.00227559
53.153, -0.0022757
53.154, -0.00227581
53.155, -0.00227593
53.156, -0.00227604
53.157, -0.00227615
53.158, -0.00227627
53.159, -0.00227638
53.16, -0.00227649
53.161, -0.00227661
53.162, -0.00227672
53.163, -0.00227683
53.164, -0.00227695
53.165, -0.00227706
53.166, -0.00227717
53.167, -0.00227728
53.168, -0.0022774
53.169, -0.00227751
53.17, -0.00227762
53.171, -0.00227774
53.172, -0.00227785
53.173, -0.00227796
53.174, -0.00227808
53.175, -0.00227819
53.176, -0.0022783
53.177, -0.00227841
53.178, -0.00227853
53.179, -0.00227864
53.18, -0.00227875
53.181, -0.00227887
53.182, -0.00227898
53.183, -0.00227909
53.184, -0.00227921
53.185, -0.00227932
53.186, -0.00227943
53.187, -0.00227954
53.188, -0.00227966
53.189, -0.00227977
53.19, -0.00227988
53.191, -0.00228
53.192, -0.00228011
53.193, -0.00228022
53.194, -0.00228033
53.195, -0.00228045
53.196, -0.00228056
53.197, -0.00228067
53.198, -0.00228079
53.199, -0.00228091
53.2, -0.00228103
53.201, -0.00228114
53.202, -0.00228126
53.203, -0.00228138
53.204, -0.0022815
53.205, -0.00228162
53.206, -0.00228174
53.207, -0.00228186
53.208, -0.00228198
53.209, -0.0022821
53.21, -0.00228222
53.211, -0.00228234
53.212, -0.00228246
53.213, -0.00228258
53.214, -0.0022827
53.215, -0.00228282
53.216, -0.00228294
53.217, -0.00228306
53.218, -0.00228318
53.219, -0.00228331
53.22, -0.00228343
53.221, -0.00228355
53.222, -0.00228368
53.223, -0.0022838
53.224, -0.00228393
53.225, -0.00228405
53.226, -0.00228418
53.227, -0.00228431
53.228, -0.00228443
53.229, -0.00228456
53.23, -0.00228469
53.231, -0.00228482
53.232, -0.00228495
53.233, -0.00228508
53.234, -0.00228521
53.235, -0.00228534
53.236, -0.00228547
53.237, -0.00228561
53.238, -0.00228574
53.239, -0.00228587
53.24, -0.00228601
53.241, -0.00228614
53.242, -0.00228627
53.243, -0.00228641
53.244, -0.00228654
53.245, -0.00228668
53.246, -0.00228682
53.247, -0.00228695
53.248, -0.00228709
53.249, -0.00228723
53.25, -0.00228737
53.251, -0.00228751
53.252, -0.00228764
53.253, -0.00228778
53.254, -0.00228792
53.255, -0.00228807
53.256, -0.00228821
53.257, -0.00228835
53.258, -0.00228849
53.259, -0.00228863
53.26, -0.00228878
53.261, -0.00228892
53.262, -0.00228906
53.263, -0.00228921
53.264, -0.00228935
53.265, -0.0022895
53.266, -0.00228965
53.267, -0.00228979
53.268, -0.00228994
53.269, -0.00229009
53.27, -0.00229024
53.271, -0.00229038
53.272, -0.00229053
53.273, -0.00229068
53.274, -0.00229083
53.275, -0.00229098
53.276, -0.00229114
53.277, -0.00229129
53.278, -0.00229144
53.279, -0.00229159
53.28, -0.00229174
53.281, -0.0022919
53.282, -0.00229205
53.283, -0.00229221
53.284, -0.00229236
53.285, -0.00229252
53.286, -0.00229267
53.287, -0.00229283
53.288, -0.00229299
53.289, -0.00229314
53.29, -0.0022933
53.291, -0.00229346
53.292, -0.00229362
53.293, -0.00229378
53.294, -0.00229394
53.295, -0.0022941
53.296, -0.00229426
53.297, -0.00229442
53.298, -0.00229457
53.299, -0.00229473
53.3, -0.00229488
53.301, -0.00229504
53.302, -0.0022952
53.303, -0.00229535
53.304, -0.00229551
53.305, -0.00229566
53.306, -0.00229582
53.307, -0.00229597
53.308, -0.00229612
53.309, -0.00229628
53.31, -0.00229643
53.311, -0.00229658
53.312, -0.00229674
53.313, -0.00229689
53.314, -0.00229705
53.315, -0.0022972
53.316, -0.00229735
53.317, -0.00229751
53.318, -0.00229766
53.319, -0.00229781
53.32, -0.00229796
53.321, -0.00229811
53.322, -0.00229826
53.323, -0.00229841
53.324, -0.00229856
53.325, -0.00229871
53.326, -0.00229886
53.327, -0.002299
53.328, -0.00229915
53.329, -0.0022993
53.33, -0.00229944
53.331, -0.00229959
53.332, -0.00229973
53.333, -0.00229988
53.334, -0.00230002
53.335, -0.00230016
53.336, -0.00230031
53.337, -0.00230045
53.338, -0.00230059
53.339, -0.00230073
53.34, -0.00230088
53.341, -0.00230102
53.342, -0.00230116
53.343, -0.0023013
53.344, -0.00230144
53.345, -0.00230157
53.346, -0.00230171
53.347, -0.00230185
53.348, -0.00230199
53.349, -0.00230213
53.35, -0.00230226
53.351, -0.0023024
53.352, -0.00230253
53.353, -0.00230267
53.354, -0.0023028
53.355, -0.00230294
53.356, -0.00230307
53.357, -0.00230321
53.358, -0.00230334
53.359, -0.00230347
53.36, -0.0023036
53.361, -0.00230373
53.362, -0.00230387
53.363, -0.002304
53.364, -0.00230413
53.365, -0.00230426
53.366, -0.00230439
53.367, -0.00230451
53.368, -0.00230464
53.369, -0.00230477
53.37, -0.0023049
53.371, -0.00230502
53.372, -0.00230515
53.373, -0.00230528
53.374, -0.0023054
53.375, -0.00230553
53.376, -0.00230565
53.377, -0.00230578
53.378, -0.0023059
53.379, -0.00230602
53.38, -0.00230615
53.381, -0.00230627
53.382, -0.00230639
53.383, -0.00230651
53.384, -0.00230663
53.385, -0.00230675
53.386, -0.00230687
53.387, -0.00230699
53.388, -0.00230711
53.389, -0.00230723
53.39, -0.00230735
53.391, -0.00230746
53.392, -0.00230758
53.393, -0.0023077
53.394, -0.00230781
53.395, -0.00230793
53.396, -0.00230804
53.397, -0.00230816
53.398, -0.00230827
53.399, -0.00230839
53.4, -0.0023085
53.401, -0.00230862
53.402, -0.00230873
53.403, -0.00230885
53.404, -0.00230896
53.405, -0.00230908
53.406, -0.00230919
53.407, -0.00230931
53.408, -0.00230942
53.409, -0.00230954
53.41, -0.00230965
53.411, -0.00230977
53.412, -0.00230988
53.413, -0.00231
53.414, -0.00231012
53.415, -0.00231023
53.416, -0.00231035
53.417, -0.00231046
53.418, -0.00231058
53.419, -0.0023107
53.42, -0.00231081
53.421, -0.00231093
53.422, -0.00231105
53.423, -0.00231116
53.424, -0.00231128
53.425, -0.0023114
53.426, -0.00231151
53.427, -0.00231163
53.428, -0.00231175
53.429, -0.00231186
53.43, -0.00231198
53.431, -0.0023121
53.432, -0.00231221
53.433, -0.00231233
53.434, -0.00231245
53.435, -0.00231257
53.436, -0.00231268
53.437, -0.0023128
53.438, -0.00231292
53.439, -0.00231304
53.44, -0.00231315
53.441, -0.00231327
53.442, -0.00231339
53.443, -0.00231351
53.444, -0.00231362
53.445, -0.00231374
53.446, -0.00231386
53.447, -0.00231398
53.448, -0.0023141
53.449, -0.00231422
53.45, -0.00231433
53.451, -0.00231445
53.452, -0.00231457
53.453, -0.00231469
53.454, -0.00231481
53.455, -0.00231493
53.456, -0.00231505
53.457, -0.00231516
53.458, -0.00231528
53.459, -0.0023154
53.46, -0.00231552
53.461, -0.00231564
53.462, -0.00231576
53.463, -0.00231588
53.464, -0.002316
53.465, -0.00231612
53.466, -0.00231624
53.467, -0.00231636
53.468, -0.00231648
53.469, -0.0023166
53.47, -0.00231672
53.471, -0.00231684
53.472, -0.00231696
53.473, -0.00231708
53.474, -0.0023172
53.475, -0.00231732
53.476, -0.00231744
53.477, -0.00231756
53.478, -0.00231768
53.479, -0.0023178
53.48, -0.00231792
53.481, -0.00231804
53.482, -0.00231816
53.483, -0.00231828
53.484, -0.0023184
53.485, -0.00231852
53.486, -0.00231864
53.487, -0.00231876
53.488, -0.00231888
53.489, -0.002319
53.49, -0.00231913
53.491, -0.00231925
53.492, -0.00231937
53.493, -0.00231949
53.494, -0.00231961
53.495, -0.00231973
53.496, -0.00231985
53.497, -0.00231998
53.498, -0.0023201
53.499, -0.00232022
53.5, -0.00232034
53.501, -0.00232046
53.502, -0.00232058
53.503, -0.0023207
53.504, -0.00232082
53.505, -0.00232095
53.506, -0.00232107
53.507, -0.00232119
53.508, -0.00232131
53.509, -0.00232143
53.51, -0.00232155
53.511, -0.00232167
53.512, -0.00232179
53.513, -0.00232191
53.514, -0.00232203
53.515, -0.00232215
53.516, -0.00232227
53.517, -0.00232239
53.518, -0.00232251
53.519, -0.00232263
53.52, -0.00232275
53.521, -0.00232287
53.522, -0.00232299
53.523, -0.00232311
53.524, -0.00232323
53.525, -0.00232335
53.526, -0.00232347
53.527, -0.00232359
53.528, -0.0023237
53.529, -0.00232382
53.53, -0.00232394
53.531, -0.00232406
53.532, -0.00232418
53.533, -0.0023243
53.534, -0.00232442
53.535, -0.00232454
53.536, -0.00232466
53.537, -0.00232477
53.538, -0.00232489
53.539, -0.00232501
53.54, -0.00232513
53.541, -0.00232525
53.542, -0.00232536
53.543, -0.00232548
53.544, -0.0023256
53.545, -0.00232572
53.546, -0.00232584
53.547, -0.00232595
53.548, -0.00232607
53.549, -0.00232619
53.55, -0.00232631
53.551, -0.00232642
53.552, -0.00232654
53.553, -0.00232666
53.554, -0.00232678
53.555, -0.00232689
53.556, -0.00232701
53.557, -0.00232713
53.558, -0.00232724
53.559, -0.00232736
53.56, -0.00232748
53.561, -0.0023276
53.562, -0.00232771
53.563, -0.00232783
53.564, -0.00232795
53.565, -0.00232806
53.566, -0.00232818
53.567, -0.00232829
53.568, -0.00232841
53.569, -0.00232853
53.57, -0.00232864
53.571, -0.00232876
53.572, -0.00232887
53.573, -0.00232899
53.574, -0.00232911
53.575, -0.00232922
53.576, -0.00232934
53.577, -0.00232945
53.578, -0.00232957
53.579, -0.00232968
53.58, -0.0023298
53.581, -0.00232992
53.582, -0.00233003
53.583, -0.00233015
53.584, -0.00233026
53.585, -0.00233038
53.586, -0.00233049
53.587, -0.00233061
53.588, -0.00233072
53.589, -0.00233083
53.59, -0.00233095
53.591, -0.00233106
53.592, -0.00233118
53.593, -0.00233129
53.594, -0.00233141
53.595, -0.00233152
53.596, -0.00233164
53.597, -0.00233175
53.598, -0.00233187
53.599, -0.00233198
53.6, -0.0023321
53.601, -0.00233221
53.602, -0.00233232
53.603, -0.00233244
53.604, -0.00233255
53.605, -0.00233267
53.606, -0.00233278
53.607, -0.0023329
53.608, -0.00233301
53.609, -0.00233313
53.61, -0.00233324
53.611, -0.00233335
53.612, -0.00233347
53.613, -0.00233358
53.614, -0.0023337
53.615, -0.00233381
53.616, -0.00233393
53.617, -0.00233404
53.618, -0.00233415
53.619, -0.00233427
53.62, -0.00233438
53.621, -0.0023345
53.622, -0.00233461
53.623, -0.00233473
53.624, -0.00233484
53.625, -0.00233495
53.626, -0.00233507
53.627, -0.00233518
53.628, -0.0023353
53.629, -0.00233541
53.63, -0.00233553
53.631, -0.00233564
53.632, -0.00233575
53.633, -0.00233587
53.634, -0.00233598
53.635, -0.0023361
53.636, -0.00233621
53.637, -0.00233633
53.638, -0.00233644
53.639, -0.00233655
53.64, -0.00233667
53.641, -0.00233678
53.642, -0.0023369
53.643, -0.00233701
53.644, -0.00233712
53.645, -0.00233724
53.646, -0.00233735
53.647, -0.00233747
53.648, -0.00233758
53.649, -0.0023377
53.65, -0.00233781
53.651, -0.00233792
53.652, -0.00233804
53.653, -0.00233815
53.654, -0.00233827
53.655, -0.00233838
53.656, -0.0023385
53.657, -0.00233861
53.658, -0.00233872
53.659, -0.00233884
53.66, -0.00233895
53.661, -0.00233907
53.662, -0.00233918
53.663, -0.00233929
53.664, -0.00233941
53.665, -0.00233952
53.666, -0.00233964
53.667, -0.00233975
53.668, -0.00233987
53.669, -0.00233998
53.67, -0.00234009
53.671, -0.00234021
53.672, -0.00234032
53.673, -0.00234044
53.674, -0.00234055
53.675, -0.00234066
53.676, -0.00234078
53.677, -0.00234089
53.678, -0.00234101
53.679, -0.00234112
53.68, -0.00234124
53.681, -0.00234135
53.682, -0.00234146
53.683, -0.00234158
53.684, -0.00234169
53.685, -0.00234181
53.686, -0.00234192
53.687, -0.00234203
53.688, -0.00234215
53.689, -0.00234226
53.69, -0.00234238
53.691, -0.00234249
53.692, -0.0023426
53.693, -0.00234272
53.694, -0.00234283
53.695, -0.00234295
53.696, -0.00234306
53.697, -0.00234318
53.698, -0.0023433
53.699, -0.00234342
53.7, -0.00234354
53.701, -0.00234366
53.702, -0.00234378
53.703, -0.0023439
53.704, -0.00234402
53.705, -0.00234414
53.706, -0.00234427
53.707, -0.00234439
53.708, -0.00234451
53.709, -0.00234463
53.71, -0.00234476
53.711, -0.00234488
53.712, -0.002345
53.713, -0.00234512
53.714, -0.00234524
53.715, -0.00234537
53.716, -0.00234549
53.717, -0.00234561
53.718, -0.00234574
53.719, -0.00234586
53.72, -0.00234599
53.721, -0.00234612
53.722, -0.00234624
53.723, -0.00234637
53.724, -0.0023465
53.725, -0.00234663
53.726, -0.00234676
53.727, -0.00234689
53.728, -0.00234702
53.729, -0.00234715
53.73, -0.00234728
53.731, -0.00234741
53.732, -0.00234755
53.733, -0.00234768
53.734, -0.00234781
53.735, -0.00234795
53.736, -0.00234808
53.737, -0.00234822
53.738, -0.00234835
53.739, -0.00234849
53.74, -0.00234862
53.741, -0.00234876
53.742, -0.0023489
53.743, -0.00234904
53.744, -0.00234918
53.745, -0.00234931
53.746, -0.00234945
53.747, -0.00234959
53.748, -0.00234973
53.749, -0.00234988
53.75, -0.00235002
53.751, -0.00235016
53.752, -0.0023503
53.753, -0.00235045
53.754, -0.00235059
53.755, -0.00235073
53.756, -0.00235088
53.757, -0.00235102
53.758, -0.00235117
53.759, -0.00235131
53.76, -0.00235146
53.761, -0.00235161
53.762, -0.00235176
53.763, -0.0023519
53.764, -0.00235205
53.765, -0.0023522
53.766, -0.00235235
53.767, -0.0023525
53.768, -0.00235265
53.769, -0.0023528
53.77, -0.00235296
53.771, -0.00235311
53.772, -0.00235326
53.773, -0.00235341
53.774, -0.00235357
53.775, -0.00235372
53.776, -0.00235388
53.777, -0.00235403
53.778, -0.00235419
53.779, -0.00235434
53.78, -0.0023545
53.781, -0.00235466
53.782, -0.00235482
53.783, -0.00235497
53.784, -0.00235513
53.785, -0.00235529
53.786, -0.00235545
53.787, -0.00235561
53.788, -0.00235577
53.789, -0.00235594
53.79, -0.0023561
53.791, -0.00235626
53.792, -0.00235642
53.793, -0.00235659
53.794, -0.00235675
53.795, -0.00235691
53.796, -0.00235708
53.797, -0.00235724
53.798, -0.0023574
53.799, -0.00235756
53.8, -0.00235772
53.801, -0.00235788
53.802, -0.00235804
53.803, -0.0023582
53.804, -0.00235836
53.805, -0.00235852
53.806, -0.00235867
53.807, -0.00235883
53.808, -0.00235899
53.809, -0.00235914
53.81, -0.0023593
53.811, -0.00235946
53.812, -0.00235962
53.813, -0.00235977
53.814, -0.00235993
53.815, -0.00236009
53.816, -0.00236024
53.817, -0.0023604
53.818, -0.00236056
53.819, -0.00236071
53.82, -0.00236086
53.821, -0.00236102
53.822, -0.00236117
53.823, -0.00236132
53.824, -0.00236147
53.825, -0.00236162
53.826, -0.00236177
53.827, -0.00236192
53.828, -0.00236207
53.829, -0.00236222
53.83, -0.00236237
53.831, -0.00236251
53.832, -0.00236266
53.833, -0.00236281
53.834, -0.00236295
53.835, -0.0023631
53.836, -0.00236324
53.837, -0.00236339
53.838, -0.00236353
53.839, -0.00236367
53.84, -0.00236382
53.841, -0.00236396
53.842, -0.0023641
53.843, -0.00236424
53.844, -0.00236438
53.845, -0.00236452
53.846, -0.00236466
53.847, -0.0023648
53.848, -0.00236494
53.849, -0.00236508
53.85, -0.00236522
53.851, -0.00236535
53.852, -0.00236549
53.853, -0.00236562
53.854, -0.00236576
53.855, -0.00236589
53.856, -0.00236603
53.857, -0.00236616
53.858, -0.0023663
53.859, -0.00236643
53.86, -0.00236656
53.861, -0.00236669
53.862, -0.00236682
53.863, -0.00236695
53.864, -0.00236708
53.865, -0.00236721
53.866, -0.00236734
53.867, -0.00236747
53.868, -0.0023676
53.869, -0.00236773
53.87, -0.00236785
53.871, -0.00236798
53.872, -0.00236811
53.873, -0.00236823
53.874, -0.00236836
53.875, -0.00236848
53.876, -0.0023686
53.877, -0.00236873
53.878, -0.00236885
53.879, -0.00236897
53.88, -0.00236909
53.881, -0.00236921
53.882, -0.00236934
53.883, -0.00236946
53.884, -0.00236957
53.885, -0.00236969
53.886, -0.00236981
53.887, -0.00236993
53.888, -0.00237005
53.889, -0.00237016
53.89, -0.00237028
53.891, -0.0023704
53.892, -0.00237051
53.893, -0.00237063
53.894, -0.00237074
53.895, -0.00237085
53.896, -0.00237097
53.897, -0.00237108
53.898, -0.00237119
53.899, -0.0023713
53.9, -0.00237142
53.901, -0.00237153
53.902, -0.00237164
53.903, -0.00237176
53.904, -0.00237187
53.905, -0.00237198
53.906, -0.00237209
53.907, -0.00237221
53.908, -0.00237232
53.909, -0.00237243
53.91, -0.00237255
53.911, -0.00237266
53.912, -0.00237277
53.913, -0.00237289
53.914, -0.002373
53.915, -0.00237312
53.916, -0.00237323
53.917, -0.00237335
53.918, -0.00237346
53.919, -0.00237358
53.92, -0.00237369
53.921, -0.0023738
53.922, -0.00237392
53.923, -0.00237403
53.924, -0.00237415
53.925, -0.00237426
53.926, -0.00237438
53.927, -0.00237449
53.928, -0.00237461
53.929, -0.00237473
53.93, -0.00237484
53.931, -0.00237496
53.932, -0.00237507
53.933, -0.00237519
53.934, -0.0023753
53.935, -0.00237542
53.936, -0.00237554
53.937, -0.00237565
53.938, -0.00237577
53.939, -0.00237588
53.94, -0.002376
53.941, -0.00237612
53.942, -0.00237623
53.943, -0.00237635
53.944, -0.00237647
53.945, -0.00237658
53.946, -0.0023767
53.947, -0.00237682
53.948, -0.00237693
53.949, -0.00237705
53.95, -0.00237717
53.951, -0.00237729
53.952, -0.0023774
53.953, -0.00237752
53.954, -0.00237764
53.955, -0.00237776
53.956, -0.00237787
53.957, -0.00237799
53.958, -0.00237811
53.959, -0.00237823
53.96, -0.00237835
53.961, -0.00237846
53.962, -0.00237858
53.963, -0.0023787
53.964, -0.00237882
53.965, -0.00237894
53.966, -0.00237906
53.967, -0.00237918
53.968, -0.00237929
53.969, -0.00237941
53.97, -0.00237953
53.971, -0.00237965
53.972, -0.00237977
53.973, -0.00237989
53.974, -0.00238001
53.975, -0.00238013
53.976, -0.00238025
53.977, -0.00238037
53.978, -0.00238049
53.979, -0.00238061
53.98, -0.00238073
53.981, -0.00238085
53.982, -0.00238097
53.983, -0.00238109
53.984, -0.00238121
53.985, -0.00238133
